task,noise,method,budget,seed,affected
qaoa_p1,ideal,rem,12000,6,False
qaoa_p1,ideal,rem,12000,7,False
qaoa_p1,ideal,rem,12000,8,False
qaoa_p1,ideal,rem,12000,9,False
qaoa_p1,ideal,rem,24000,4,False
qaoa_p1,ideal,rem,24000,5,False
qaoa_p1,ideal,rem,24000,6,False
qaoa_p1,ideal,rem,24000,7,False
qaoa_p1,ideal,rem,24000,0,False
qaoa_p1,ideal,rem,24000,1,False
qaoa_p1,ideal,rem,24000,2,False
qaoa_p1,ideal,rem,24000,3,False
qaoa_p1,ideal,rem,24000,8,False
qaoa_p1,ideal,rem,24000,9,False
qaoa_p1,ideal,zne_rem,1500,0,False
qaoa_p1,ideal,zne_rem,1500,1,False
qaoa_p1,ideal,zne_rem,1500,2,False
qaoa_p1,ideal,zne_rem,1500,3,False
qaoa_p1,ideal,zne_rem,1500,4,False
qaoa_p1,ideal,zne_rem,1500,5,False
qaoa_p1,ideal,zne_rem,1500,6,False
qaoa_p1,ideal,zne_rem,1500,7,False
qaoa_p1,ideal,zne_rem,1500,8,False
qaoa_p1,ideal,zne_rem,1500,9,False
qaoa_p1,ideal,zne_rem,3000,0,False
qaoa_p1,ideal,zne_rem,3000,1,False
qaoa_p1,ideal,zne_rem,3000,2,False
qaoa_p1,ideal,zne_rem,3000,3,False
qaoa_p1,ideal,zne_rem,3000,4,False
qaoa_p1,ideal,zne_rem,3000,5,False
qaoa_p1,ideal,zne_rem,3000,6,False
qaoa_p1,ideal,zne_rem,3000,7,False
qaoa_p1,ideal,zne_rem,3000,8,False
qaoa_p1,ideal,zne_rem,3000,9,False
qaoa_p1,ideal,zne_rem,6000,0,False
qaoa_p1,ideal,zne_rem,6000,1,False
qaoa_p1,ideal,zne_rem,6000,6,False
qaoa_p1,ideal,zne_rem,6000,7,False
qaoa_p1,ideal,zne_rem,6000,8,False
qaoa_p1,ideal,zne_rem,6000,9,False
qaoa_p1,ideal,zne_rem,6000,2,False
qaoa_p1,ideal,zne_rem,6000,3,False
qaoa_p1,ideal,zne_rem,6000,4,False
qaoa_p1,ideal,zne_rem,6000,5,False
qaoa_p1,ideal,zne_rem,12000,0,False
qaoa_p1,ideal,zne_rem,12000,1,False
qaoa_p1,ideal,zne_rem,12000,2,False
qaoa_p1,ideal,zne_rem,12000,3,False
qaoa_p1,ideal,zne_rem,12000,4,False
qaoa_p1,ideal,zne_rem,12000,5,False
qaoa_p1,ideal,zne_rem,12000,6,False
qaoa_p1,ideal,zne_rem,12000,7,False
qaoa_p1,ideal,zne_rem,12000,8,False
qaoa_p1,ideal,zne_rem,12000,9,False
qaoa_p1,ideal,zne_rem,24000,0,False
qaoa_p1,ideal,zne_rem,24000,1,False
qaoa_p1,ideal,zne_rem,24000,2,False
qaoa_p1,ideal,zne_rem,24000,3,False
qaoa_p1,ideal,zne_rem,24000,4,False
qaoa_p1,ideal,zne_rem,24000,5,False
qaoa_p1,ideal,zne_rem,24000,6,False
qaoa_p1,ideal,zne_rem,24000,7,False
qaoa_p1,ideal,zne_rem,24000,8,False
qaoa_p1,ideal,zne_rem,24000,9,False
qaoa_p1,dev_lagos,none,1500,0,False
qaoa_p1,dev_lagos,none,1500,1,False
qaoa_p1,dev_lagos,none,1500,2,False
qaoa_p1,dev_lagos,none,1500,3,False
qaoa_p1,dev_lagos,none,1500,4,False
qaoa_p1,dev_lagos,none,1500,5,False
qaoa_p1,dev_lagos,none,1500,6,False
qaoa_p1,dev_lagos,none,1500,7,False
qaoa_p1,dev_lagos,none,1500,8,False
qaoa_p1,dev_lagos,none,1500,9,False
qaoa_p1,dev_lagos,none,3000,0,False
qaoa_p1,dev_lagos,none,3000,1,False
qaoa_p1,dev_lagos,none,3000,2,False
qaoa_p1,dev_lagos,none,3000,3,False
qaoa_p1,dev_lagos,none,3000,4,False
qaoa_p1,dev_lagos,none,3000,5,False
qaoa_p1,dev_lagos,none,3000,6,False
qaoa_p1,dev_lagos,none,3000,7,False
qaoa_p1,dev_lagos,none,3000,8,False
qaoa_p1,dev_lagos,none,3000,9,False
qaoa_p1,dev_lagos,none,6000,0,False
qaoa_p1,dev_lagos,none,6000,1,False
qaoa_p1,dev_lagos,none,6000,2,False
qaoa_p1,dev_lagos,none,6000,3,False
qaoa_p1,dev_lagos,none,6000,4,False
qaoa_p1,dev_lagos,none,6000,5,False
qaoa_p1,dev_lagos,none,6000,6,False
qaoa_p1,dev_lagos,none,6000,7,False
qaoa_p1,dev_lagos,none,6000,8,False
qaoa_p1,dev_lagos,none,6000,9,False
qaoa_p1,dev_lagos,none,12000,0,False
qaoa_p1,dev_lagos,none,12000,1,False
qaoa_p1,dev_lagos,none,12000,6,False
qaoa_p1,dev_lagos,none,12000,7,False
qaoa_p1,dev_lagos,none,12000,8,False
qaoa_p1,dev_lagos,none,12000,9,False
qaoa_p1,dev_lagos,none,12000,2,False
qaoa_p1,dev_lagos,none,12000,3,False
qaoa_p1,dev_lagos,none,12000,4,False
qaoa_p1,dev_lagos,none,12000,5,False
qaoa_p1,dev_lagos,none,24000,0,False
qaoa_p1,dev_lagos,none,24000,1,False
qaoa_p1,dev_lagos,none,24000,2,False
qaoa_p1,dev_lagos,none,24000,3,False
qaoa_p1,dev_lagos,none,24000,4,False
qaoa_p1,dev_lagos,none,24000,5,False
qaoa_p1,dev_lagos,none,24000,6,False
qaoa_p1,dev_lagos,none,24000,7,False
qaoa_p1,dev_lagos,none,24000,8,False
qaoa_p1,dev_lagos,none,24000,9,False
qaoa_p1,dev_lagos,zne,1500,0,True
qaoa_p1,dev_lagos,zne,1500,1,True
qaoa_p1,dev_lagos,zne,1500,2,True
qaoa_p1,dev_lagos,zne,1500,3,True
qaoa_p1,dev_lagos,zne,1500,4,True
qaoa_p1,dev_lagos,zne,1500,5,True
qaoa_p1,dev_lagos,zne,1500,6,True
qaoa_p1,dev_lagos,zne,1500,7,True
qaoa_p1,dev_lagos,zne,1500,8,True
qaoa_p1,dev_lagos,zne,1500,9,True
qaoa_p1,dev_lagos,zne,3000,0,True
qaoa_p1,dev_lagos,zne,3000,1,True
qaoa_p1,dev_lagos,zne,3000,2,True
qaoa_p1,dev_lagos,zne,3000,3,True
qaoa_p1,dev_lagos,zne,3000,4,True
qaoa_p1,dev_lagos,zne,3000,5,True
qaoa_p1,dev_lagos,zne,3000,6,True
qaoa_p1,dev_lagos,zne,3000,7,True
qaoa_p1,dev_lagos,zne,3000,8,True
qaoa_p1,dev_lagos,zne,3000,9,True
qaoa_p1,dev_lagos,zne,6000,0,True
qaoa_p1,dev_lagos,zne,6000,1,True
qaoa_p1,dev_lagos,zne,6000,2,True
qaoa_p1,dev_lagos,zne,6000,3,True
qaoa_p1,dev_lagos,zne,6000,4,True
qaoa_p1,dev_lagos,zne,6000,5,True
qaoa_p1,dev_lagos,zne,6000,6,True
qaoa_p1,dev_lagos,zne,6000,7,True
qaoa_p1,dev_lagos,zne,6000,8,True
qaoa_p1,dev_lagos,zne,6000,9,True
qaoa_p1,dev_lagos,zne,12000,0,True
qaoa_p1,dev_lagos,zne,12000,1,True
qaoa_p1,dev_lagos,zne,12000,2,True
qaoa_p1,dev_lagos,zne,12000,3,True
qaoa_p1,dev_lagos,zne,12000,4,True
qaoa_p1,dev_lagos,zne,12000,5,True
qaoa_p1,dev_lagos,zne,12000,6,True
qaoa_p1,dev_lagos,zne,12000,7,True
qaoa_p1,dev_lagos,zne,12000,8,True
qaoa_p1,dev_lagos,zne,12000,9,True
qaoa_p1,dev_lagos,zne,24000,0,True
qaoa_p1,dev_lagos,zne,24000,1,True
qaoa_p1,dev_lagos,zne,24000,2,True
qaoa_p1,dev_lagos,zne,24000,3,True
qaoa_p1,dev_lagos,zne,24000,4,True
qaoa_p1,dev_lagos,zne,24000,5,True
qaoa_p1,dev_lagos,zne,24000,6,True
qaoa_p1,dev_lagos,zne,24000,7,True
qaoa_p1,dev_lagos,zne,24000,8,True
qaoa_p1,dev_lagos,zne,24000,9,True
qaoa_p1,dev_lagos,rem,1500,0,True
qaoa_p1,dev_lagos,rem,1500,1,True
qaoa_p1,dev_lagos,rem,1500,2,True
qaoa_p1,dev_lagos,rem,1500,3,True
qaoa_p1,dev_lagos,rem,1500,4,True
qaoa_p1,dev_lagos,rem,1500,5,True
qaoa_p1,dev_lagos,rem,1500,6,True
qaoa_p1,dev_lagos,rem,1500,7,True
qaoa_p1,dev_lagos,rem,1500,8,True
qaoa_p1,dev_lagos,rem,1500,9,True
qaoa_p1,dev_lagos,rem,3000,0,True
qaoa_p1,dev_lagos,rem,3000,1,True
qaoa_p1,dev_lagos,rem,3000,2,True
qaoa_p1,dev_lagos,rem,3000,3,True
qaoa_p1,dev_lagos,rem,3000,4,True
qaoa_p1,dev_lagos,rem,3000,5,True
qaoa_p1,dev_lagos,rem,3000,6,True
qaoa_p1,dev_lagos,rem,3000,7,True
qaoa_p1,dev_lagos,rem,3000,8,True
qaoa_p1,dev_lagos,rem,3000,9,True
qaoa_p1,dev_lagos,rem,6000,0,True
qaoa_p1,dev_lagos,rem,6000,1,True
qaoa_p1,dev_lagos,rem,6000,2,True
qaoa_p1,dev_lagos,rem,6000,3,True
qaoa_p1,dev_lagos,rem,6000,4,True
qaoa_p1,dev_lagos,rem,6000,5,True
qaoa_p1,dev_lagos,rem,6000,6,True
qaoa_p1,dev_lagos,rem,6000,7,True
qaoa_p1,dev_lagos,rem,6000,8,True
qaoa_p1,dev_lagos,rem,6000,9,True
qaoa_p1,dev_lagos,rem,12000,0,True
qaoa_p1,dev_lagos,rem,12000,1,True
qaoa_p1,dev_lagos,rem,12000,2,True
qaoa_p1,dev_lagos,rem,12000,3,True
qaoa_p1,dev_lagos,rem,12000,4,True
qaoa_p1,dev_lagos,rem,12000,5,True
qaoa_p1,dev_lagos,rem,12000,6,True
qaoa_p1,dev_lagos,rem,12000,7,True
qaoa_p1,dev_lagos,rem,12000,8,True
qaoa_p1,dev_lagos,rem,12000,9,True
qaoa_p1,dev_lagos,rem,24000,0,True
qaoa_p1,dev_lagos,rem,24000,1,True
qaoa_p1,dev_lagos,rem,24000,2,True
qaoa_p1,dev_lagos,rem,24000,3,True
qaoa_p1,dev_lagos,rem,24000,4,True
qaoa_p1,dev_lagos,rem,24000,5,True
qaoa_p1,dev_lagos,rem,24000,6,True
qaoa_p1,dev_lagos,rem,24000,7,True
qaoa_p1,dev_lagos,rem,24000,8,True
qaoa_p1,dev_lagos,rem,24000,9,True
qaoa_p1,dev_lagos,zne_rem,1500,0,True
qaoa_p1,dev_lagos,zne_rem,1500,1,True
qaoa_p1,dev_lagos,zne_rem,1500,2,True
qaoa_p1,dev_lagos,zne_rem,1500,3,True
qaoa_p1,dev_lagos,zne_rem,1500,4,True
qaoa_p1,dev_lagos,zne_rem,1500,5,True
qaoa_p1,dev_lagos,zne_rem,1500,6,True
qaoa_p1,dev_lagos,zne_rem,1500,7,True
qaoa_p1,dev_lagos,zne_rem,1500,8,True
qaoa_p1,dev_lagos,zne_rem,1500,9,True
qaoa_p1,dev_lagos,zne_rem,3000,0,True
qaoa_p1,dev_lagos,zne_rem,3000,1,True
qaoa_p1,dev_lagos,zne_rem,3000,2,True
qaoa_p1,dev_lagos,zne_rem,3000,3,True
qaoa_p1,dev_lagos,zne_rem,3000,4,True
qaoa_p1,dev_lagos,zne_rem,3000,5,True
qaoa_p1,dev_lagos,zne_rem,3000,6,True
qaoa_p1,dev_lagos,zne_rem,3000,7,True
qaoa_p1,dev_lagos,zne_rem,3000,8,True
qaoa_p1,dev_lagos,zne_rem,3000,9,True
qaoa_p1,dev_lagos,zne_rem,6000,0,True
qaoa_p1,dev_lagos,zne_rem,6000,1,True
qaoa_p1,dev_lagos,zne_rem,6000,2,True
qaoa_p1,dev_lagos,zne_rem,6000,3,True
qaoa_p1,dev_lagos,zne_rem,6000,4,True
qaoa_p1,dev_lagos,zne_rem,6000,5,True
qaoa_p1,dev_lagos,zne_rem,6000,6,True
qaoa_p1,dev_lagos,zne_rem,6000,7,True
qaoa_p1,dev_lagos,zne_rem,6000,8,True
qaoa_p1,dev_lagos,zne_rem,6000,9,True
qaoa_p1,dev_lagos,zne_rem,12000,0,True
qaoa_p1,dev_lagos,zne_rem,12000,1,True
qaoa_p1,dev_lagos,zne_rem,12000,2,True
qaoa_p1,dev_lagos,zne_rem,12000,3,True
qaoa_p1,dev_lagos,zne_rem,12000,4,True
qaoa_p1,dev_lagos,zne_rem,12000,5,True
qaoa_p1,dev_lagos,zne_rem,12000,6,True
qaoa_p1,dev_lagos,zne_rem,12000,7,True
qaoa_p1,dev_lagos,zne_rem,12000,8,True
qaoa_p1,dev_lagos,zne_rem,12000,9,True
qaoa_p1,dev_lagos,zne_rem,24000,0,True
qaoa_p1,dev_lagos,zne_rem,24000,1,True
qaoa_p1,dev_lagos,zne_rem,24000,2,True
qaoa_p1,dev_lagos,zne_rem,24000,3,True
qaoa_p1,dev_lagos,zne_rem,24000,4,True
qaoa_p1,dev_lagos,zne_rem,24000,5,True
qaoa_p1,dev_lagos,zne_rem,24000,6,True
qaoa_p1,dev_lagos,zne_rem,24000,7,True
qaoa_p1,dev_lagos,zne_rem,24000,8,True
qaoa_p1,dev_lagos,zne_rem,24000,9,True
qaoa_p1,dev_algiers,none,1500,0,False
qaoa_p1,dev_algiers,none,1500,1,False
qaoa_p1,dev_algiers,none,1500,2,False
qaoa_p1,dev_algiers,none,1500,3,False
qaoa_p1,dev_algiers,none,1500,4,False
qaoa_p1,dev_algiers,none,1500,5,False
qaoa_p1,dev_algiers,none,1500,6,False
qaoa_p1,dev_algiers,none,1500,7,False
qaoa_p1,dev_algiers,none,3000,2,False
qaoa_p1,dev_algiers,none,3000,3,False
qaoa_p1,dev_algiers,none,3000,4,False
qaoa_p1,dev_algiers,none,3000,5,False
qaoa_p1,dev_algiers,none,1500,8,False
qaoa_p1,dev_algiers,none,1500,9,False
qaoa_p1,dev_algiers,none,3000,0,False
qaoa_p1,dev_algiers,none,3000,1,False
qaoa_p1,dev_algiers,none,3000,6,False
qaoa_p1,dev_algiers,none,3000,7,False
qaoa_p1,dev_algiers,none,3000,8,False
qaoa_p1,dev_algiers,none,3000,9,False
qaoa_p1,dev_algiers,none,6000,0,False
qaoa_p1,dev_algiers,none,6000,1,False
qaoa_p1,dev_algiers,none,6000,2,False
qaoa_p1,dev_algiers,none,6000,3,False
qaoa_p1,dev_algiers,none,6000,4,False
qaoa_p1,dev_algiers,none,6000,5,False
qaoa_p1,dev_algiers,none,6000,6,False
qaoa_p1,dev_algiers,none,6000,7,False
qaoa_p1,dev_algiers,none,6000,8,False
qaoa_p1,dev_algiers,none,6000,9,False
qaoa_p1,dev_algiers,none,12000,0,False
qaoa_p1,dev_algiers,none,12000,1,False
qaoa_p1,dev_algiers,none,12000,2,False
qaoa_p1,dev_algiers,none,12000,3,False
qaoa_p1,dev_algiers,none,12000,4,False
qaoa_p1,dev_algiers,none,12000,5,False
qaoa_p1,dev_algiers,none,12000,6,False
qaoa_p1,dev_algiers,none,12000,7,False
qaoa_p1,dev_algiers,none,12000,8,False
qaoa_p1,dev_algiers,none,12000,9,False
qaoa_p1,dev_algiers,none,24000,0,False
qaoa_p1,dev_algiers,none,24000,1,False
qaoa_p1,dev_algiers,none,24000,2,False
qaoa_p1,dev_algiers,none,24000,3,False
qaoa_p1,dev_algiers,none,24000,4,False
qaoa_p1,dev_algiers,none,24000,5,False
qaoa_p1,dev_algiers,none,24000,6,False
qaoa_p1,dev_algiers,none,24000,7,False
qaoa_p1,dev_algiers,none,24000,8,False
qaoa_p1,dev_algiers,none,24000,9,False
qaoa_p1,dev_algiers,zne,1500,0,True
qaoa_p1,dev_algiers,zne,1500,1,True
qaoa_p1,dev_algiers,zne,1500,2,True
qaoa_p1,dev_algiers,zne,1500,3,True
qaoa_p1,dev_algiers,zne,1500,4,True
qaoa_p1,dev_algiers,zne,1500,5,True
qaoa_p1,dev_algiers,zne,1500,6,True
qaoa_p1,dev_algiers,zne,1500,7,True
qaoa_p1,dev_algiers,zne,1500,8,True
qaoa_p1,dev_algiers,zne,1500,9,True
qaoa_p1,dev_algiers,zne,3000,0,True
qaoa_p1,dev_algiers,zne,3000,1,True
qaoa_p1,dev_algiers,zne,3000,2,True
qaoa_p1,dev_algiers,zne,3000,3,True
qaoa_p1,dev_algiers,zne,3000,4,True
qaoa_p1,dev_algiers,zne,3000,5,True
qaoa_p1,dev_algiers,zne,3000,6,True
qaoa_p1,dev_algiers,zne,3000,7,True
qaoa_p1,dev_algiers,zne,3000,8,True
qaoa_p1,dev_algiers,zne,3000,9,True
qaoa_p1,dev_algiers,zne,6000,0,True
qaoa_p1,dev_algiers,zne,6000,1,True
qaoa_p1,dev_algiers,zne,6000,2,True
qaoa_p1,dev_algiers,zne,6000,3,True
qaoa_p1,dev_algiers,zne,6000,4,True
qaoa_p1,dev_algiers,zne,6000,5,True
qaoa_p1,dev_algiers,zne,6000,6,True
qaoa_p1,dev_algiers,zne,6000,7,True
qaoa_p1,dev_algiers,zne,6000,8,True
qaoa_p1,dev_algiers,zne,6000,9,True
qaoa_p1,dev_algiers,zne,12000,0,True
qaoa_p1,dev_algiers,zne,12000,1,True
qaoa_p1,dev_algiers,zne,12000,2,True
qaoa_p1,dev_algiers,zne,12000,3,True
qaoa_p1,dev_algiers,zne,12000,4,True
qaoa_p1,dev_algiers,zne,12000,5,True
qaoa_p1,dev_algiers,zne,12000,6,True
qaoa_p1,dev_algiers,zne,12000,7,True
qaoa_p1,dev_algiers,zne,12000,8,True
qaoa_p1,dev_algiers,zne,12000,9,True
qaoa_p1,dev_algiers,zne,24000,0,True
qaoa_p1,dev_algiers,zne,24000,1,True
qaoa_p1,dev_algiers,zne,24000,2,True
qaoa_p1,dev_algiers,zne,24000,3,True
qaoa_p1,dev_algiers,zne,24000,4,True
qaoa_p1,dev_algiers,zne,24000,5,True
qaoa_p1,dev_algiers,zne,24000,6,True
qaoa_p1,dev_algiers,zne,24000,7,True
qaoa_p1,dev_algiers,zne,24000,8,True
qaoa_p1,dev_algiers,zne,24000,9,True
qaoa_p1,dev_algiers,rem,1500,0,True
qaoa_p1,dev_algiers,rem,1500,1,True
qaoa_p1,dev_algiers,rem,1500,2,True
qaoa_p1,dev_algiers,rem,1500,3,True
qaoa_p1,dev_algiers,rem,1500,4,True
qaoa_p1,dev_algiers,rem,1500,5,True
qaoa_p1,dev_algiers,rem,1500,6,True
qaoa_p1,dev_algiers,rem,1500,7,True
qaoa_p1,dev_algiers,rem,1500,8,True
qaoa_p1,dev_algiers,rem,1500,9,True
qaoa_p1,dev_algiers,rem,3000,0,True
qaoa_p1,dev_algiers,rem,3000,1,True
qaoa_p1,dev_algiers,rem,3000,2,True
qaoa_p1,dev_algiers,rem,3000,3,True
qaoa_p1,dev_algiers,rem,3000,4,True
qaoa_p1,dev_algiers,rem,3000,5,True
qaoa_p1,dev_algiers,rem,3000,6,True
qaoa_p1,dev_algiers,rem,3000,7,True
qaoa_p1,dev_algiers,rem,3000,8,True
qaoa_p1,dev_algiers,rem,3000,9,True
qaoa_p1,dev_algiers,rem,6000,0,True
qaoa_p1,dev_algiers,rem,6000,1,True
qaoa_p1,dev_algiers,rem,6000,2,True
qaoa_p1,dev_algiers,rem,6000,3,True
qaoa_p1,dev_algiers,rem,6000,4,True
qaoa_p1,dev_algiers,rem,6000,5,True
qaoa_p1,dev_algiers,rem,6000,6,True
qaoa_p1,dev_algiers,rem,6000,7,True
qaoa_p1,dev_algiers,rem,6000,8,True
qaoa_p1,dev_algiers,rem,6000,9,True
qaoa_p1,dev_algiers,rem,12000,0,True
qaoa_p1,dev_algiers,rem,12000,1,True
qaoa_p1,dev_algiers,rem,12000,2,True
qaoa_p1,dev_algiers,rem,12000,3,True
qaoa_p1,dev_algiers,rem,12000,4,True
qaoa_p1,dev_algiers,rem,12000,5,True
qaoa_p1,dev_algiers,rem,12000,6,True
qaoa_p1,dev_algiers,rem,12000,7,True
qaoa_p1,dev_algiers,rem,12000,8,True
qaoa_p1,dev_algiers,rem,12000,9,True
qaoa_p1,dev_algiers,rem,24000,0,True
qaoa_p1,dev_algiers,rem,24000,1,True
qaoa_p1,dev_algiers,rem,24000,2,True
qaoa_p1,dev_algiers,rem,24000,3,True
qaoa_p1,dev_algiers,rem,24000,4,True
qaoa_p1,dev_algiers,rem,24000,5,True
qaoa_p1,dev_algiers,rem,24000,6,True
qaoa_p1,dev_algiers,rem,24000,7,True
qaoa_p1,dev_algiers,rem,24000,8,True
qaoa_p1,dev_algiers,rem,24000,9,True
qaoa_p1,dev_algiers,zne_rem,1500,0,True
qaoa_p1,dev_algiers,zne_rem,1500,1,True
qaoa_p1,dev_algiers,zne_rem,1500,2,True
qaoa_p1,dev_algiers,zne_rem,1500,3,True
qaoa_p1,dev_algiers,zne_rem,1500,4,True
qaoa_p1,dev_algiers,zne_rem,1500,5,True
qaoa_p1,dev_algiers,zne_rem,1500,6,True
qaoa_p1,dev_algiers,zne_rem,1500,7,True
qaoa_p1,dev_algiers,zne_rem,1500,8,True
qaoa_p1,dev_algiers,zne_rem,1500,9,True
qaoa_p1,dev_algiers,zne_rem,3000,0,True
qaoa_p1,dev_algiers,zne_rem,3000,1,True
qaoa_p1,dev_algiers,zne_rem,3000,2,True
qaoa_p1,dev_algiers,zne_rem,3000,3,True
qaoa_p1,dev_algiers,zne_rem,3000,4,True
qaoa_p1,dev_algiers,zne_rem,3000,5,True
qaoa_p1,dev_algiers,zne_rem,3000,6,True
qaoa_p1,dev_algiers,zne_rem,3000,7,True
qaoa_p1,dev_algiers,zne_rem,3000,8,True
qaoa_p1,dev_algiers,zne_rem,3000,9,True
qaoa_p1,dev_algiers,zne_rem,6000,0,True
qaoa_p1,dev_algiers,zne_rem,6000,1,True
qaoa_p1,dev_algiers,zne_rem,6000,2,True
qaoa_p1,dev_algiers,zne_rem,6000,3,True
qaoa_p1,dev_algiers,zne_rem,6000,4,True
qaoa_p1,dev_algiers,zne_rem,6000,5,True
qaoa_p1,dev_algiers,zne_rem,6000,6,True
qaoa_p1,dev_algiers,zne_rem,6000,7,True
qaoa_p1,dev_algiers,zne_rem,6000,8,True
qaoa_p1,dev_algiers,zne_rem,6000,9,True
qaoa_p1,dev_algiers,zne_rem,12000,0,True
qaoa_p1,dev_algiers,zne_rem,12000,1,True
qaoa_p1,dev_algiers,zne_rem,12000,2,True
qaoa_p1,dev_algiers,zne_rem,12000,3,True
qaoa_p1,dev_algiers,zne_rem,12000,4,True
qaoa_p1,dev_algiers,zne_rem,12000,5,True
qaoa_p1,dev_algiers,zne_rem,12000,6,True
qaoa_p1,dev_algiers,zne_rem,12000,7,True
qaoa_p1,param_lam0.5,none,1500,0,False
qaoa_p1,param_lam0.5,none,1500,1,False
qaoa_p1,param_lam0.5,none,1500,2,False
qaoa_p1,param_lam0.5,none,1500,3,False
qaoa_p1,param_lam0.5,none,1500,4,False
qaoa_p1,param_lam0.5,none,1500,5,False
qaoa_p1,param_lam0.5,none,1500,6,False
qaoa_p1,param_lam0.5,none,1500,7,False
qaoa_p1,param_lam0.5,none,1500,8,False
qaoa_p1,param_lam0.5,none,1500,9,False
qaoa_p1,param_lam0.5,none,3000,0,False
qaoa_p1,param_lam0.5,none,3000,1,False
qaoa_p1,param_lam0.5,none,3000,2,False
qaoa_p1,param_lam0.5,none,3000,3,False
qaoa_p1,param_lam0.5,none,3000,4,False
qaoa_p1,param_lam0.5,none,3000,5,False
qaoa_p1,param_lam0.5,none,3000,6,False
qaoa_p1,param_lam0.5,none,3000,7,False
qaoa_p1,param_lam0.5,none,3000,8,False
qaoa_p1,param_lam0.5,none,3000,9,False
qaoa_p1,dev_algiers,zne_rem,12000,8,True
qaoa_p1,dev_algiers,zne_rem,12000,9,True
qaoa_p1,dev_algiers,zne_rem,24000,0,True
qaoa_p1,dev_algiers,zne_rem,24000,1,True
qaoa_p1,param_lam0.5,none,6000,0,False
qaoa_p1,param_lam0.5,none,6000,1,False
qaoa_p1,param_lam0.5,none,6000,2,False
qaoa_p1,param_lam0.5,none,6000,3,False
qaoa_p1,param_lam0.5,none,6000,4,False
qaoa_p1,param_lam0.5,none,6000,5,False
qaoa_p1,param_lam0.5,none,6000,6,False
qaoa_p1,param_lam0.5,none,6000,7,False
qaoa_p1,param_lam0.5,none,12000,2,False
qaoa_p1,param_lam0.5,none,12000,3,False
qaoa_p1,param_lam0.5,none,12000,4,False
qaoa_p1,param_lam0.5,none,12000,5,False
qaoa_p1,param_lam0.5,none,6000,8,False
qaoa_p1,param_lam0.5,none,6000,9,False
qaoa_p1,param_lam0.5,none,12000,0,False
qaoa_p1,param_lam0.5,none,12000,1,False
qaoa_p1,param_lam0.5,none,12000,6,False
qaoa_p1,param_lam0.5,none,12000,7,False
qaoa_p1,param_lam0.5,none,12000,8,False
qaoa_p1,param_lam0.5,none,12000,9,False
qaoa_p1,param_lam0.5,none,24000,0,False
qaoa_p1,param_lam0.5,none,24000,1,False
qaoa_p1,param_lam0.5,none,24000,2,False
qaoa_p1,param_lam0.5,none,24000,3,False
qaoa_p1,dev_algiers,zne_rem,24000,2,True
qaoa_p1,dev_algiers,zne_rem,24000,3,True
qaoa_p1,dev_algiers,zne_rem,24000,4,True
qaoa_p1,dev_algiers,zne_rem,24000,5,True
qaoa_p1,param_lam0.5,none,24000,4,False
qaoa_p1,param_lam0.5,none,24000,5,False
qaoa_p1,param_lam0.5,none,24000,6,False
qaoa_p1,param_lam0.5,none,24000,7,False
qaoa_p1,param_lam0.5,none,24000,8,False
qaoa_p1,param_lam0.5,none,24000,9,False
qaoa_p1,param_lam0.5,zne,1500,0,False
qaoa_p1,param_lam0.5,zne,1500,1,False
qaoa_p1,param_lam0.5,zne,1500,2,False
qaoa_p1,param_lam0.5,zne,1500,3,False
qaoa_p1,param_lam0.5,zne,1500,4,False
qaoa_p1,param_lam0.5,zne,1500,5,False
qaoa_p1,param_lam0.5,zne,1500,6,False
qaoa_p1,param_lam0.5,zne,1500,7,False
qaoa_p1,param_lam0.5,zne,1500,8,False
qaoa_p1,param_lam0.5,zne,1500,9,False
qaoa_p1,param_lam0.5,zne,3000,0,False
qaoa_p1,param_lam0.5,zne,3000,1,False
qaoa_p1,param_lam0.5,zne,3000,2,False
qaoa_p1,param_lam0.5,zne,3000,3,False
qaoa_p1,param_lam0.5,zne,3000,4,False
qaoa_p1,param_lam0.5,zne,3000,5,False
qaoa_p1,param_lam0.5,zne,3000,6,False
qaoa_p1,param_lam0.5,zne,3000,7,False
qaoa_p1,dev_algiers,zne_rem,24000,6,True
qaoa_p1,dev_algiers,zne_rem,24000,7,True
qaoa_p1,dev_algiers,zne_rem,24000,8,True
qaoa_p1,dev_algiers,zne_rem,24000,9,True
qaoa_p1,param_lam0.5,zne,3000,8,False
qaoa_p1,param_lam0.5,zne,3000,9,False
qaoa_p1,param_lam0.5,zne,6000,0,False
qaoa_p1,param_lam0.5,zne,6000,1,False
qaoa_p1,param_lam0.5,zne,6000,2,False
qaoa_p1,param_lam0.5,zne,6000,3,False
qaoa_p1,param_lam0.5,zne,6000,4,False
qaoa_p1,param_lam0.5,zne,6000,5,False
qaoa_p1,param_lam0.5,zne,6000,6,False
qaoa_p1,param_lam0.5,zne,6000,7,False
qaoa_p1,param_lam0.5,zne,6000,8,False
qaoa_p1,param_lam0.5,zne,6000,9,False
qaoa_p1,param_lam0.5,zne,12000,4,False
qaoa_p1,param_lam0.5,zne,12000,5,False
qaoa_p1,param_lam0.5,zne,12000,6,False
qaoa_p1,param_lam0.5,zne,12000,7,False
qaoa_p1,param_lam0.5,zne,12000,0,False
qaoa_p1,param_lam0.5,zne,12000,1,False
qaoa_p1,param_lam0.5,zne,12000,2,False
